clave,sitio,clvrha,rha,estado,municipio,cuenca,cuerpoagua,tipo,subtipo,periodo,dbo,c_dbo,dqo,c_dqo,sst,c_sst,coli_fec,c_coli_fec,e_coli,c_e_coli,od,c_od,tox_d_48,c_tox_d_48,tox_v_15,c_tox_v_15,semaforo,contaminantes,cumple_dbo,cumple_dqo,cumple_sst,cumple_coli_fec,cumple_e_coli,cumple_enteroc,cumple_od,cumple_tox,grupo
"OCGCE3295","PUENTE NACIONAL","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","PUENTE NACIONAL","RÍO LA ANTIGUA","RIO LA ANTIGUA","LÓTICO","RÍO","2012-2023","<3","Excelente","28.774999999999999","Aceptable","25.5","Buena calidad","2250","Contaminada","1215","Contaminada","58.35","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3296","GUAYABAL","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","PUENTE NACIONAL","RÍO LA ANTIGUA","RIO LA ANTIGUA","LÓTICO","RÍO","2012-2023","<3","Excelente","27.625","Aceptable","<25","Excelente","2100","Contaminada","430","Contaminada","59","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3297","PUENTE PAPALOAPAN","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COSAMALOAPAN DE CARPIO","RÍO PAPALOAPAN","RIO PAPALOAPAN","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","13.44","Buena calidad","<25","Excelente","5172","Contaminada","882.5","Contaminada","79.64","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3298","PUENTE SALMORAL","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","LA ANTIGUA","RÍO LA ANTIGUA","RIO LA ANTIGUA","LÓTICO","RÍO","2012-2023","<3","Excelente","28.15","Aceptable","<25","Excelente","4600","Contaminada","1500","Contaminada","58.85","Buena calidad","1.0683760683760699","Toxicidad baja","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3299","ARROYO HEDIONDO (REFERENCIA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","LA ANTIGUA","RÍO LA ANTIGUA","ARROYO HEDIONDO","LÓTICO","ARROYO","2012-2023","14.4","Aceptable","63.594999999999999","Contaminada","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","12.8","Contaminada","1.25","Toxicidad baja","7.09","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3301","ARROYO HEDIONDO II","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","LA ANTIGUA","RÍO ACTOPAN","ARROYO HEDIONDO","LÓTICO","RÍO","2012-2023","3.66","Buena calidad","42.84","Contaminada","<25","Excelente","4600","Contaminada","1500","Contaminada","31.049999999999997","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3303","PUENTE URSULO GALVAN","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","URSULO GALVÁN","RÍO ACTOPAN","RIO ACTOPAN","LÓTICO","RÍO","2012-2023","<3","Excelente","30","Aceptable","<25","Excelente","4600","Contaminada","1500","Contaminada","56.7","Buena calidad","1.1474469305794599","Toxicidad baja","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3304","PUENTE NARANJILLO (ACTOPAN)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","URSULO GALVÁN","RÍO ACTOPAN","ARROYO NARANJILLO AFLUENTE A RIO ACTOPAN","LÓTICO","RÍO","2012-2023","<3","Excelente","34.799999999999997","Aceptable","<25","Excelente","4600","Contaminada","1500","Contaminada","37.6","Aceptable","<1","No Toxico","4.4800000000000004","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3305","EL LIMONCITO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","URSULO GALVÁN","RÍO ACTOPAN","RIO ACTOPAN","LÓTICO","RÍO","2012-2023","<3","Excelente","28.184999999999999","Aceptable","<25","Excelente","1600","Contaminada","430","Contaminada","62.25","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3306","ARROYO DE PIEDRA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ACTOPAN","RÍO ACTOPAN","ARROYO PASO DE LA MILPA","LÓTICO","RÍO","2012-2023","<3","Excelente","32.405000000000001","Aceptable","<25","Excelente","2400","Contaminada","430","Contaminada","61.75","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3310","SALIDA LAGUNA PAJARITOS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COATZACOALCOS","LLANURAS DE COATZACOALCOS","LAGUNA PAJARITOS (SALIDA)","LÓTICO A - TIPO 7 (HUMEDAL)","LAGUNA","2012-2023","<3","Excelente","37.814999999999998","Aceptable","<25","Excelente","150","Buena calidad","70","Buena calidad","65.199999999999989","Buena calidad","2.8039999999999998","Toxicidad moderada","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCGCE3311","PUENTE MISANTLA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MISANTLA","RÍO MISANTLA","RIO MISANTLA","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","25.805","Aceptable","<25","Excelente","1800","Contaminada","785","Contaminada","62.05","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3315","PUENTE LA ANTIGUA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","LA ANTIGUA","RÍO LA ANTIGUA","RIO LA ANTIGUA","LÓTICO","RÍO","2012-2023","<3","Excelente","30.314999999999998","Aceptable","<25","Excelente","2400","Contaminada","550","Contaminada","64.05","Buena calidad","<1","No Toxico","1.51","Toxicidad moderada","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3318M1","ARROYO EL CABLE AGUAS ARRIBA PTAR NORTE","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ","RÍO LA ANTIGUA","ARROYO EL CABLE","LÓTICO","ARROYO","2012-2023","53.1","Contaminada","148.46","Contaminada","41","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","16.2","Contaminada","1.98","Toxicidad moderada","45.517000000000003","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3331","RIO CALZADAS II","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COSOLEACAQUE","RÍO HUAZUNTLÁN","RIO CALZADAS","LÓTICO A - TIPO 7 (HUMEDAL)","RÍO","2012-2023","<3","Excelente","34.405000000000001","Aceptable","<25","Excelente","2400","Contaminada","89.5","Contaminada","81.800000000000011","Excelente","2.6539999999999999","Toxicidad moderada","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3334","ARROYO MORENO SALIDA (TEMBLADERAS)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","BOCA DEL RÍO","JAMAPA-COTAXTLA","ARROYO MORENO","LÓTICO","ARROYO","2012-2023","4.0250000000000004","Buena calidad","63.253","Contaminada","<25","Excelente","11000","Fuertemente contaminada","2100","Fuertemente contaminada","33.700000000000003","Aceptable","4.82","Toxicidad moderada","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3335","ARROYO MORENO - ZAMORANA (TEMBLADERAS)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","BOCA DEL RÍO","JAMAPA-COTAXTLA","ARROYO MORENO","LÓTICO","ARROYO","2012-2023","3.5380000000000003","Buena calidad","61.27","Contaminada","25","Excelente","11000","Fuertemente contaminada","2400","Fuertemente contaminada","30.700000000000003","Aceptable","3.8140000000000001","Toxicidad moderada","8.9529999999999994","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3336","TERMOLECTRICA DOS BOCAS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","BOCA DEL RÍO","JAMAPA-COTAXTLA","ARROYO MORENO","LÓTICO","ARROYO","2012-2023","<3","Excelente","33.93","Aceptable","27","Buena calidad","11000","Fuertemente contaminada","2400","Fuertemente contaminada","42","Aceptable","4.38","Toxicidad moderada","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3337","DOS BOCAS (PTE MORENO)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","BOCA DEL RÍO","JAMAPA-COTAXTLA","ARROYO MORENO","LÓTICO","ARROYO","2012-2023","7.5","Aceptable","41.73","Contaminada","<25","Excelente","24000","Fuertemente contaminada","1500","Fuertemente contaminada","15.3","Contaminada","<1","No Toxico","9.9209999999999994","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3338","EL TEJAR II","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MEDELLÍN DE BRAVO","JAMAPA-COTAXTLA","RIO JAMAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","32.620000000000005","Aceptable","<25","Excelente","2400","Contaminada","840","Contaminada","59.35","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3339","PUENTE MEDELLIN- EL TEJAR","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MEDELLÍN DE BRAVO","RÍO JAMAPA","RIO JAMAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","27.13","Aceptable","<25","Excelente","2400","Contaminada","930","Contaminada","58.8","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3340","PUENTE COTAXTLA-PASO DEL TORO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MEDELLÍN DE BRAVO","RÍO COTAXTLA","RIO COTAXTLA","LÓTICO","RÍO","2012-2023","<3","Excelente","28","Aceptable","<25","Excelente","4600","Contaminada","750","Contaminada","60","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3348","RIO COATZACOALCOS (ALLENDE)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COATZACOALCOS","LLANURAS DE COATZACOALCOS","RIO COATZACOALCOS","LÓTICO A - TIPO 7 (HUMEDAL)","RÍO","2012-2023","<3","Excelente","35.409999999999997","Aceptable","<25","Excelente","4884","Contaminada","824.5","Contaminada","94.864999999999995","Excelente","5.0090000000000003","Toxicidad alta","<1","No Toxico","Rojo","CF,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3349","RIO COATZACOALCOS (LA VICTORIA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","BAJO RÍO COATZACOALCOS","RIO COATZACOALCOS","LÓTICO","RÍO","2012-2023","<3","Excelente","10.92","Buena calidad","<25","Excelente","3103","Contaminada","369","Contaminada","88.1","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3355","TUBOS DE ACERO DE MEXICO, S.A. (AGUAS ARRIBA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ","RÍO LA ANTIGUA","ARROYO EL ZAPOTE","LÓTICO","DESCARGA","2012-2023","285","Fuertemente contaminada","670.29500000000007","Fuertemente contaminada","147.62","Aceptable","24000","Fuertemente contaminada","4600","Fuertemente contaminada","12.3","Contaminada","16.579999999999998","Toxicidad alta","43.48","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3356","TUBOS DE ACERO DE MEXICO, S.A. (AGUAS ABAJO)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ","RÍO LA ANTIGUA","ARROYO EL ZAPOTE","LÓTICO","DESCARGA","2012-2023","113.33","Contaminada","253.37","Fuertemente contaminada","68","Buena calidad","24000","Fuertemente contaminada","2400","Fuertemente contaminada","28.1","Contaminada","6.85","Toxicidad alta","11.26","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3357","ARROYO ZAPOTE SALIDA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ","RÍO LA ANTIGUA","ARROYO EL ZAPOTE","LÓTICO","ARROYO","2012-2023","58","Contaminada","139.58999999999997","Contaminada","45.375","Buena calidad","24000","Fuertemente contaminada","2400","Fuertemente contaminada","12","Contaminada","5.07","Toxicidad alta","22.73","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3358","JAMAPA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","JAMAPA","RÍO JAMAPA","RIO JAMAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","28.221","Aceptable","<25","Excelente","2400","Contaminada","930","Contaminada","61.95","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3359","PUENTE SOLEDAD DE DOBLADO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","SOLEDAD DE DOBLADO","RÍO JAMAPA","RIO JAMAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","24.41","Aceptable","<25","Excelente","1065","Contaminada","280","Contaminada","62.05","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3360","COTAXTLA (PTE.)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COTAXTLA","RÍO COTAXTLA","RIO COTAXTLA","LÓTICO","RÍO","2012-2023","<3","Excelente","27.545000000000002","Aceptable","<25","Excelente","2400","Contaminada","460","Contaminada","62.3","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3362","MATATENATITOS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","OMEALCA","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","7.125","Aceptable","53.82","Contaminada","32.5","Buena calidad","11000","Fuertemente contaminada","1500","Fuertemente contaminada","48","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3363","CUAJILOTE","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","CUITLÁHUAC","RÍO BLANCO","RIO ZAPOTE","LÓTICO A - TIPO 5","RÍO","2012-2023","4.9830000000000005","Buena calidad","44.69","Contaminada","<25","Excelente","11000","Fuertemente contaminada","2400","Fuertemente contaminada","49","Aceptable","4.2735042735042699","Toxicidad moderada","9.8719999999999999","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3365","ARROYO ZAPOTE (CUICHAPA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","CUICHAPA","RÍO BLANCO","ARROYO ZAPOTE","LÓTICO A - TIPO 5","RÍO","2012-2023","12","Aceptable","87.22999999999999","Contaminada","29.5","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","44.6","Aceptable","<1","No Toxico","10.616","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3366","XUCHILES","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","CUICHAPA","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","8.25","Aceptable","77.180000000000007","Contaminada","38.5","Buena calidad","24000","Fuertemente contaminada","11000","Fuertemente contaminada","51.6","Buena calidad","2.11193241816262","Toxicidad moderada","4.32","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3367","RIO COATZACOALCOS UXPANAPAN","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","RÍO HUAZUNTLÁN","RIO COATZACOALCOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","21.795000000000002","Aceptable","<25","Excelente","2271.5","Contaminada","305.5","Contaminada","90.4","Excelente","4.59","Toxicidad moderada","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3368","NARANJAL (AGUAS ABAJO DE LA CONFLUENCIA CON EL RÍO METLAC)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","NARANJAL","RÍO BLANCO","RIO ESCAMELA","LÓTICO A - TIPO 5","RÍO","2012-2023","10","Aceptable","92.295000000000002","Contaminada","33","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","51","Buena calidad","<1","No Toxico","2.56","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3369","RIO NEGRO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","FORTÍN","RÍO BLANCO","RIO NEGRO","LÓTICO A - TIPO 5","RÍO","2012-2023","5.03","Buena calidad","32.01","Aceptable","<25","Excelente","17500","Fuertemente contaminada","4600","Fuertemente contaminada","44.15","Aceptable","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3370","ZAPOAPAN (ARRIBA CONFLUENCIA METLAC)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","IXTACZOQUITLÁN","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","15.835000000000001","Aceptable","97.8","Contaminada","32","Buena calidad","24000","Fuertemente contaminada","5500","Fuertemente contaminada","48.7","Aceptable","1.02633577601248","Toxicidad baja","7.1529999999999996","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3371","RIO METLAC","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","IXTACZOQUITLÁN","RÍO BLANCO","RIO METLAC","LÓTICO A - TIPO 5","RÍO","2012-2023","<3","Excelente","30.105","Aceptable","<25","Excelente","24000","Fuertemente contaminada","4600","Fuertemente contaminada","60.2","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3372","PUENTE COYUTLA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COYUTLA","RÍO TECOLUTLA","RIO NECAXA","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","2400","Contaminada","2100","Contaminada","86.57","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3373","ORIENTE DE MEDIO DIA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ESPINAL","RÍO TECOLUTLA","RIO NECAXA","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","2400","Contaminada","508","Contaminada","90.65","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3375","PUENTE OTAPA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","BAJO RÍO COATZACOALCOS","ESTERO OTAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","18.594999999999999","Buena calidad","<25","Excelente","1100","Contaminada","101.5","Contaminada","83.6","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3379","ARROYO TOTOLITOS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ORIZABA","RÍO BLANCO","ARROYO TOTOLITOS","LÓTICO A - TIPO 5","ARROYO","2012-2023","63.33","Contaminada","153.31","Contaminada","56","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","38.6","Aceptable","2.4590000000000001","Toxicidad moderada","31.786000000000001","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3380","ARROYO CALIENTE","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","IXTACZOQUITLÁN","RÍO BLANCO","ARROYO CALIENTE","LÓTICO A - TIPO 5","ARROYO","2012-2023","25","Aceptable","91.11","Contaminada","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","30.9","Aceptable","1.1200000000000001","Toxicidad baja","48.567","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3383","PUENTE IXTAC VIEJO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","IXTACZOQUITLÁN","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","7.58","Aceptable","49.13","Contaminada","28","Buena calidad","24000","Fuertemente contaminada","2400","Fuertemente contaminada","53.8","Buena calidad","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3386","RIO BLANCO (COMPUERTA ARROYO LA CARBONERA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","RÍO BLANCO","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","3.57","Buena calidad","32.47","Aceptable","<25","Excelente","24000","Fuertemente contaminada","4600","Fuertemente contaminada","59.6","Buena calidad","<1","No Toxico","1.5309999999999999","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3387","PUENTE MALINTZI EN SIVESA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","NOGALES","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","3.36","Buena calidad","30.409999999999997","Aceptable","<25","Excelente","24000","Fuertemente contaminada","2250","Fuertemente contaminada","55.65","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3388","ARROYO CHIQUITO (LAGUNA NOGALES)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","NOGALES","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","ARROYO","2012-2023","3.9950000000000001","Buena calidad","30.8","Aceptable","<25","Excelente","4600","Contaminada","930","Contaminada","54.5","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3390","RIO MALTRATA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","NOGALES","RÍO BLANCO","RIO MALTRATA","LÓTICO A - TIPO 5","RÍO","2012-2023","65","Contaminada","188.655","Contaminada","53","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","19.100000000000001","Contaminada","5.71","Toxicidad alta","9.8810000000000002","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3392","MANANTIAL RINCON DE LAS DONCELLAS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","NOGALES","RÍO BLANCO","MANANTIAL RINCON DE LAS DONCELLAS","LÓTICO","RÍO","2012-2023","<3","Excelente","20.39","Aceptable","<25","Excelente","210","Aceptable","90","Aceptable","64.8","Buena calidad","<1","No Toxico","1.77","Toxicidad moderada","Verde","","","","","","","","","","LOTICO"
"OCGCE3395","LA TAZA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ACULTZINGO","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","<3","Excelente","24.13","Aceptable","<25","Excelente","11000","Fuertemente contaminada","1500","Fuertemente contaminada","59.1","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3396","RAFAEL DELGADO (RIO BLANCO)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","IXTACZOQUITLÁN","RÍO BLANCO","RIO MATZINGA","LÓTICO","RÍO","2012-2023","5.91","Buena calidad","33.814999999999998","Aceptable","<25","Excelente","24000","Fuertemente contaminada","4600","Fuertemente contaminada","54","Buena calidad","<1","No Toxico","3.68","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3397","AUTOPISTA CORDOBA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","AMATLÁN DE LOS REYES","RÍO BLANCO","ARROYO TEPACHERO","LÓTICO A - TIPO 5","ARROYO","2012-2023","12.67","Aceptable","57.86","Contaminada","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","36.5","Aceptable","1.36","Toxicidad moderada","6.6230000000000002","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3398","ATOYAC (INGENIO)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ATOYAC","RÍO COTAXTLA","RIO ATOYAC","LÓTICO","RÍO","2012-2023","<3","Excelente","27.68","Aceptable","<25","Excelente","24000","Fuertemente contaminada","2100","Fuertemente contaminada","60.25","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3399","COSCOMATEPEC","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COSCOMATEPEC","RÍO JAMAPA","RIO JAMAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","28","Aceptable","<25","Excelente","2250","Contaminada","930","Contaminada","68.199999999999989","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3406W1","RIO TUXPAM (CHIJOLAR)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","TUXPAN","RÍO TUXPAN","RIO TUXPAN","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","36.125","Aceptable","<25","Excelente","930","Aceptable","183","Aceptable","83.1","Excelente","5.69","Toxicidad alta","<1","No Toxico","Rojo","TOX_L,","","","","","","","","","LOTICO"
"OCGCE3407","EL SUCHILT","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ÁLAMO TEMAPACHE","RÍO TUXPAN","RIO TUXPAN","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","2400","Contaminada","372.5","Contaminada","78.834999999999994","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
